iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
TUV,Oceania,Tuvalu,2021-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,2400.0,,,0.0,20.35,20.35,,0.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,2035.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,4071.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,6191.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,8226.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,10261.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,,,,12296.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,14332.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,14332.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,14332.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,14332.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,14332.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,14332.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,14332.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
TUV,Oceania,Tuvalu,2021-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4772.0,4772.0,,,169.0,40.47,40.47,,14332.0,,11792.0,373.067,,,,3575.104,3.3,,27.25,,,,,67.57,,
